user_id,segment,avg_completion_rate,avg_episodes_per_session,total_sessions,favourite_genre,subscription_tier
U007895,Casual Viewer,0.7500,4.5000,4,Action,Standard
U007896,Binge Viewer,0.9432,5.0000,4,Drama,Basic
U007897,Casual Viewer,0.7496,6.2500,4,Drama,Basic
U007898,Casual Viewer,0.6513,3.4286,7,Reality,Standard
U007899,Binge Viewer,0.8143,3.8000,5,Action,Premium
U007900,Casual Viewer,0.7794,1.2500,4,Drama,Premium
U007901,Casual Viewer,0.7335,7.4286,7,Documentary,Standard
U007902,Casual Viewer,0.8750,1.2500,4,Action,Standard
U007903,Casual Viewer,0.9592,2.0000,7,Drama,Standard
U007904,Casual Viewer,0.7596,2.7500,4,Comedy,Standard
U007905,Casual Viewer,0.6690,2.8000,10,Action,Standard
U007906,Binge Viewer,0.7786,3.6000,5,Horror,Basic
U007907,Casual Viewer,0.5928,6.3333,9,Comedy,Standard
U007908,Casual Viewer,0.7647,2.3333,3,Horror,Standard
U007909,Casual Viewer,0.5455,1.7500,4,Animation,Standard
U007910,Casual Viewer,0.7460,3.0000,5,Documentary,Standard
U007911,Casual Viewer,0.7111,3.3333,3,Action,Basic
U007912,Casual Viewer,0.6169,6.8000,5,Sci-Fi,Basic
U007913,Casual Viewer,0.6228,3.0000,3,Comedy,Standard
U007914,Casual Viewer,0.8333,1.0000,5,Thriller,Premium
U007915,Casual Viewer,0.7692,2.0000,3,Animation,Standard
U007916,Binge Viewer,0.8221,11.6000,5,Drama,Standard
U007917,Binge Viewer,0.7573,5.2500,4,Action,Premium
U007918,Binge Viewer,0.9167,22.0000,1,Action,Basic
U007919,Binge Viewer,0.7559,5.5000,4,Drama,Standard
U007920,Binge Viewer,0.8889,6.0000,3,Comedy,Premium
U007921,Binge Viewer,0.8529,6.5000,2,Action,Premium
U007922,Casual Viewer,0.7298,5.2000,5,Thriller,Standard
U007923,Binge Viewer,0.9833,10.3333,3,Romance,Standard
U007924,Casual Viewer,0.6426,5.3750,8,Drama,Standard
U007925,Casual Viewer,0.5842,4.0000,3,Comedy,Basic
U007926,Casual Viewer,0.6709,5.8333,6,Documentary,Standard
U007927,Casual Viewer,0.8143,2.7143,7,Action,Premium
U007928,Casual Viewer,0.8061,1.4286,7,Drama,Premium
U007929,Casual Viewer,0.7204,6.0833,12,Drama,Premium
U007930,Casual Viewer,0.6423,4.5000,6,Thriller,Standard
U007931,Casual Viewer,0.6993,6.3333,6,Drama,Basic
U007932,Casual Viewer,0.7336,6.4000,10,Action,Premium
U007933,Casual Viewer,0.5000,8.0000,1,Reality,Basic
U007934,Binge Viewer,0.8622,9.2857,7,Action,Basic
U007935,Binge Viewer,0.8699,3.8333,6,Drama,Premium
U007936,Casual Viewer,0.6045,6.8333,6,Horror,Standard
U007937,Casual Viewer,0.5252,5.7500,4,Comedy,Premium
U007938,Casual Viewer,0.8232,1.5000,6,Action,Standard
U007939,Casual Viewer,0.6010,4.0000,7,Thriller,Standard
U007940,Binge Viewer,0.8659,4.8889,9,Romance,Standard
U007941,Binge Viewer,0.7748,7.0000,7,Drama,Basic
U007942,Casual Viewer,0.5917,6.2500,4,Horror,Basic
U007943,Casual Viewer,0.4921,2.6667,3,Comedy,Premium
U007944,Casual Viewer,0.4724,6.6667,6,Drama,Standard
U007945,Casual Viewer,0.8148,2.0000,3,Action,Standard
U007946,Binge Viewer,0.7698,3.1667,6,Thriller,Premium
U007947,Casual Viewer,0.4899,3.7500,4,Romance,Standard
U007948,Casual Viewer,1.0000,2.0000,2,Comedy,Basic
U007949,Casual Viewer,0.6696,2.5000,4,Comedy,Premium
U007950,Casual Viewer,0.7000,14.0000,1,Sci-Fi,Premium
U007951,Binge Viewer,0.8773,12.0000,3,Drama,Premium
U007952,Casual Viewer,0.8276,2.7500,12,Drama,Premium
U007953,Binge Viewer,0.7705,6.1667,6,Thriller,Standard
U007954,Casual Viewer,0.7100,2.8000,5,Drama,Basic
U007955,Casual Viewer,0.7778,2.6667,6,Action,Basic
U007956,Casual Viewer,0.6815,3.2000,5,Action,Standard
U007957,Binge Viewer,0.8224,5.7143,7,Documentary,Basic
U007958,Binge Viewer,0.9500,4.6000,5,Comedy,Basic
U007959,Binge Viewer,0.8258,3.3333,6,Thriller,Standard
U007960,Binge Viewer,0.8775,4.0000,8,Documentary,Standard
U007961,Binge Viewer,0.8606,5.4000,5,Documentary,Premium
U007962,Binge Viewer,0.7582,6.1429,7,Action,Basic
U007963,Casual Viewer,0.5806,6.0000,7,Action,Premium
U007964,Casual Viewer,0.6458,3.0000,4,Drama,Premium
U007965,Casual Viewer,0.6500,13.0000,2,Drama,Premium
U007966,Binge Viewer,0.7951,4.6667,6,Drama,Basic
U007967,Casual Viewer,0.8000,2.0000,3,Drama,Premium
U007968,Binge Viewer,0.8281,6.3750,8,Action,Standard
U007969,Casual Viewer,0.5944,6.2000,5,Drama,Standard
U007970,Binge Viewer,0.8393,7.5000,4,Comedy,Basic
U007971,Casual Viewer,0.7149,4.2500,8,Comedy,Standard
U007972,Casual Viewer,0.6253,5.4000,5,Drama,Basic
U007973,Casual Viewer,0.8872,1.7143,7,Thriller,Basic
U007974,Binge Viewer,0.8228,5.7273,11,Drama,Premium
U007975,Binge Viewer,0.9216,7.0000,3,Action,Standard
U007976,Casual Viewer,0.7723,2.6667,6,Thriller,Basic
U007977,Casual Viewer,0.7273,6.3333,3,Action,Standard
U007978,Binge Viewer,0.8333,3.6000,5,Animation,Premium
U007979,Casual Viewer,0.5467,3.4000,5,Action,Standard
U007980,Casual Viewer,0.7435,5.0000,8,Action,Standard
U007981,Casual Viewer,0.7636,2.6250,8,Action,Standard
U007982,Casual Viewer,0.7644,1.6000,5,Drama,Standard
U007983,Binge Viewer,0.8841,7.1667,6,Thriller,Premium
U007984,Casual Viewer,0.7303,1.0000,7,Documentary,Standard
U007985,Casual Viewer,0.7094,8.3333,3,Comedy,Standard
U007986,Casual Viewer,0.7308,5.0000,5,Comedy,Basic
U007987,Binge Viewer,0.8259,4.6000,5,Romance,Standard
U007988,Binge Viewer,0.7591,6.5000,6,Drama,Premium
U007989,Casual Viewer,0.4568,2.5000,6,Comedy,Basic
U007990,Casual Viewer,0.6099,7.6000,5,Action,Basic
U007991,Casual Viewer,0.8875,2.2000,5,Action,Standard
U007992,Binge Viewer,0.9286,6.5000,2,Comedy,Premium
U007993,Casual Viewer,0.7833,1.8000,5,Action,Standard
U007994,Binge Viewer,0.7543,10.1667,6,Romance,Premium
U007995,Casual Viewer,0.5136,5.5000,6,Drama,Basic
U007996,Casual Viewer,0.7111,7.6667,3,Reality,Premium
U007997,Casual Viewer,0.5972,4.1250,8,Thriller,Standard
U007998,Casual Viewer,0.7558,3.0000,5,Thriller,Basic
U007999,Drop-off Risk,0.3961,5.5000,2,Documentary,Standard
U008000,Casual Viewer,0.6152,6.2500,4,Comedy,Standard
U008001,Casual Viewer,0.5741,3.5714,7,Drama,Standard
U008002,Binge Viewer,0.8315,6.5000,6,Action,Standard
U008003,Casual Viewer,0.6721,1.6250,8,Comedy,Premium
U008004,Casual Viewer,0.5705,6.7500,8,Thriller,Basic
U008005,Binge Viewer,0.7694,4.2500,4,Action,Premium
U008006,Casual Viewer,1.0000,2.3333,3,Comedy,Standard
U008007,Drop-off Risk,0.3104,4.0000,3,Action,Premium
U008008,Casual Viewer,0.9524,1.6667,6,Drama,Basic
U008009,Binge Viewer,0.9861,5.0000,4,Action,Standard
U008010,Binge Viewer,0.8357,4.8571,7,Action,Standard
U008011,Casual Viewer,0.7247,4.2000,5,Romance,Basic
U008012,Casual Viewer,0.7199,5.5000,6,Animation,Standard
U008013,Binge Viewer,0.7986,3.8333,6,Comedy,Standard
U008014,Casual Viewer,0.5346,3.6667,3,Romance,Standard
U008015,Casual Viewer,0.7212,3.4444,9,Action,Standard
U008016,Casual Viewer,0.8654,2.3333,6,Documentary,Basic
U008017,Casual Viewer,0.7171,3.4000,5,Thriller,Premium
U008018,Binge Viewer,0.7645,7.8000,10,Comedy,Basic
U008019,Binge Viewer,0.8155,3.2500,4,Sci-Fi,Standard
U008020,Casual Viewer,1.0000,1.0000,4,Action,Basic
U008021,Casual Viewer,0.5000,4.0000,1,Drama,Premium
U008022,Casual Viewer,0.5683,3.5556,9,Comedy,Premium
U008023,Casual Viewer,0.5543,7.1667,6,Documentary,Basic
U008024,Binge Viewer,0.9688,6.0000,4,Comedy,Basic
U008025,Binge Viewer,0.8609,4.8000,5,Comedy,Basic
U008026,Casual Viewer,1.0000,1.0000,3,Romance,Standard
U008027,Casual Viewer,0.6713,5.8571,7,Drama,Basic
U008028,Casual Viewer,0.6405,2.4000,5,Drama,Premium
U008029,Casual Viewer,0.7500,3.5000,2,Animation,Basic
U008030,Casual Viewer,0.5952,10.5000,2,Animation,Basic
U008031,Casual Viewer,0.7049,5.0000,4,Comedy,Basic
U008032,Binge Viewer,0.7836,4.4286,7,Documentary,Basic
U008033,Casual Viewer,0.6732,5.7143,7,Drama,Standard
U008034,Casual Viewer,0.6985,2.0000,5,Drama,Basic
U008035,Drop-off Risk,1.0000,1.0000,1,Drama,Premium
U008036,Casual Viewer,0.7250,4.7500,4,Comedy,Premium
U008037,Binge Viewer,0.8439,14.5000,2,Action,Premium
U008038,Binge Viewer,0.9091,16.5000,2,Comedy,Basic
U008039,Casual Viewer,0.6266,6.7500,4,Drama,Standard
U008040,Binge Viewer,0.8750,12.6667,3,Animation,Standard
U008041,Binge Viewer,0.8929,8.5000,2,Sci-Fi,Standard
U008042,Casual Viewer,0.6539,5.8000,5,Drama,Premium
U008043,Casual Viewer,1.0000,1.0000,2,Documentary,Standard
U008044,Casual Viewer,0.5192,10.2500,4,Comedy,Premium
U008045,Casual Viewer,0.5906,3.1429,7,Action,Basic
U008046,Binge Viewer,0.8681,8.0000,3,Documentary,Basic
U008047,Casual Viewer,0.6856,2.7500,8,Action,Premium
U008048,Casual Viewer,0.6085,2.6667,6,Action,Standard
U008049,Casual Viewer,0.7236,1.7273,11,Drama,Premium
U008050,Casual Viewer,0.5185,2.3333,3,Comedy,Basic
U008051,Casual Viewer,0.5858,4.4286,7,Comedy,Standard
U008052,Casual Viewer,0.7299,5.1667,6,Thriller,Standard
U008053,Casual Viewer,0.8843,2.0000,9,Comedy,Standard
U008054,Binge Viewer,0.8445,8.0000,6,Action,Standard
U008055,Binge Viewer,1.0000,3.2500,4,Thriller,Standard
U008056,Binge Viewer,0.9765,3.8000,5,Comedy,Standard
U008057,Binge Viewer,0.7874,6.2500,8,Drama,Standard
U008058,Drop-off Risk,0.2917,7.0000,1,Comedy,Premium
U008059,Casual Viewer,0.6935,4.2857,7,Comedy,Premium
U008060,Casual Viewer,0.7609,1.0000,4,Action,Basic
U008061,Casual Viewer,0.9500,1.4000,5,Comedy,Basic
U008062,Casual Viewer,0.6894,5.0000,5,Comedy,Basic
U008063,Casual Viewer,0.7102,6.4000,5,Action,Standard
U008064,Casual Viewer,0.7500,1.0000,2,Action,Basic
U008065,Casual Viewer,0.5407,6.3333,6,Action,Standard
U008066,Casual Viewer,0.6432,6.0000,5,Thriller,Standard
U008067,Casual Viewer,0.5399,8.1667,6,Drama,Standard
U008068,Casual Viewer,0.7479,3.3333,9,Comedy,Basic
U008069,Casual Viewer,0.5000,5.0000,2,Action,Premium
U008070,Casual Viewer,0.7942,2.4000,5,Comedy,Standard
U008071,Casual Viewer,0.6687,9.0000,7,Action,Standard
U008072,Casual Viewer,0.7037,3.0000,6,Drama,Premium
U008073,Casual Viewer,0.9167,1.6667,3,Animation,Standard
U008074,Binge Viewer,0.8157,7.4000,5,Drama,Basic
U008075,Binge Viewer,0.8642,10.7500,4,Drama,Basic
U008076,Binge Viewer,0.8108,9.1111,9,Action,Premium
U008077,Casual Viewer,0.4973,10.5000,2,Horror,Basic
U008078,Binge Viewer,0.8750,4.0000,5,Action,Standard
U008079,Casual Viewer,0.5106,7.0000,8,Comedy,Standard
U008080,Binge Viewer,0.7705,5.5000,8,Drama,Standard
U008081,Casual Viewer,0.7150,3.3750,8,Action,Standard
U008082,Casual Viewer,0.8611,1.7500,4,Action,Basic
U008083,Binge Viewer,0.7542,4.8000,5,Documentary,Premium
U008084,Binge Viewer,0.7712,6.3333,6,Documentary,Standard
U008085,Casual Viewer,0.6169,1.5000,4,Drama,Basic
U008086,Casual Viewer,0.7374,5.6667,3,Comedy,Standard
U008087,Binge Viewer,0.9000,4.4000,5,Documentary,Premium
U008088,Casual Viewer,0.9500,2.5000,4,Animation,Standard
U008089,Casual Viewer,0.8500,2.6000,5,Action,Premium
U008090,Binge Viewer,0.8798,5.0000,8,Action,Basic
U008091,Binge Viewer,0.7812,4.7500,4,Documentary,Basic
U008092,Casual Viewer,0.5794,4.5000,4,Sci-Fi,Standard
U008093,Casual Viewer,0.6231,7.1667,6,Animation,Standard
U008094,Casual Viewer,0.7281,4.7500,4,Comedy,Premium
U008095,Casual Viewer,0.6471,3.0000,2,Drama,Basic
U008096,Binge Viewer,0.7978,3.9000,10,Action,Premium
U008097,Binge Viewer,0.7896,4.3750,8,Drama,Premium
U008098,Binge Viewer,0.8130,6.6000,5,Thriller,Premium
U008099,Casual Viewer,0.7125,10.5000,2,Action,Basic
U008100,Binge Viewer,0.7632,5.5000,2,Comedy,Standard
U008101,Casual Viewer,0.9062,2.0000,4,Animation,Standard
U008102,Casual Viewer,0.6873,4.2500,4,Comedy,Premium
U008103,Casual Viewer,0.6587,7.5833,12,Drama,Premium
U008104,Binge Viewer,0.9200,5.8000,5,Comedy,Standard
U008105,Casual Viewer,0.6627,3.8333,6,Documentary,Basic
U008106,Casual Viewer,0.6199,7.1250,8,Documentary,Standard
U008107,Casual Viewer,0.7750,1.5000,6,Drama,Standard
U008108,Casual Viewer,0.6394,4.9000,10,Thriller,Premium
U008109,Casual Viewer,0.4654,2.4000,5,Comedy,Basic
U008110,Casual Viewer,0.6250,1.0000,2,Documentary,Basic
U008111,Casual Viewer,0.4167,7.0000,3,Drama,Basic
U008112,Binge Viewer,0.8595,8.0000,6,Animation,Standard
U008113,Casual Viewer,0.6302,6.1250,8,Sci-Fi,Standard
U008114,Casual Viewer,0.7103,5.2000,5,Action,Standard
U008115,Casual Viewer,0.6240,4.0000,6,Horror,Standard
U008116,Casual Viewer,0.7381,1.6667,3,Drama,Standard
U008117,Casual Viewer,0.6436,2.0000,6,Horror,Basic
U008118,Casual Viewer,0.7143,1.3333,3,Drama,Basic
U008119,Binge Viewer,0.7533,6.2000,5,Documentary,Basic
U008120,Casual Viewer,0.6100,4.4000,5,Action,Standard
U008121,Binge Viewer,0.7840,4.7500,12,Romance,Standard
U008122,Casual Viewer,0.7955,1.5000,4,Action,Standard
U008123,Casual Viewer,0.7317,6.2000,5,Drama,Premium
U008124,Casual Viewer,0.6141,2.8333,6,Action,Premium
U008125,Casual Viewer,0.5476,6.3333,3,Documentary,Basic
U008126,Binge Viewer,0.8576,6.0000,10,Comedy,Basic
U008127,Casual Viewer,0.5211,4.2857,7,Action,Basic
U008128,Casual Viewer,0.6761,4.6667,6,Action,Basic
U008129,Binge Viewer,0.7542,5.3333,6,Drama,Premium
U008130,Casual Viewer,0.7440,6.0000,5,Drama,Basic
U008131,Casual Viewer,0.7321,4.0000,5,Thriller,Basic
U008132,Casual Viewer,0.8000,2.1667,6,Comedy,Premium
U008133,Casual Viewer,1.0000,2.0000,5,Comedy,Basic
U008134,Casual Viewer,0.6500,2.8000,5,Comedy,Standard
U008135,Casual Viewer,0.4162,6.5714,7,Thriller,Standard
U008136,Casual Viewer,0.6432,3.0000,5,Comedy,Premium
U008137,Casual Viewer,0.5500,1.0000,2,Action,Standard
U008138,Casual Viewer,0.6071,5.0000,4,Action,Standard
U008139,Casual Viewer,0.6749,6.0000,4,Horror,Premium
U008140,Casual Viewer,0.6964,1.2500,4,Comedy,Basic
U008141,Casual Viewer,0.5094,6.3333,3,Drama,Standard
U008142,Binge Viewer,0.7708,6.2500,8,Comedy,Premium
U008143,Casual Viewer,0.5205,5.6000,10,Action,Standard
U008144,Casual Viewer,0.9353,3.0000,8,Romance,Standard
U008145,Casual Viewer,1.0000,1.0000,2,Drama,Standard
U008146,Casual Viewer,0.4810,7.0000,3,Action,Standard
U008147,Casual Viewer,0.7420,1.7143,7,Comedy,Basic
U008148,Casual Viewer,0.7273,3.0000,2,Action,Basic
U008149,Casual Viewer,0.5321,6.1000,10,Horror,Standard
U008150,Binge Viewer,0.7978,5.2500,4,Drama,Standard
U008151,Binge Viewer,0.8485,7.0000,3,Drama,Premium
U008152,Casual Viewer,0.7226,5.1429,7,Animation,Premium
U008153,Casual Viewer,0.7072,2.1111,9,Action,Premium
U008154,Binge Viewer,0.9333,4.0000,3,Animation,Basic
U008155,Casual Viewer,0.5485,4.0000,6,Romance,Basic
U008156,Binge Viewer,0.8281,5.8000,5,Drama,Premium
U008157,Casual Viewer,0.5598,10.5000,2,Comedy,Premium
U008158,Drop-off Risk,0.2993,1.7500,4,Action,Standard
U008159,Casual Viewer,0.6923,9.0000,1,Reality,Standard
U008160,Binge Viewer,0.8762,5.4000,5,Action,Basic
U008161,Casual Viewer,0.6546,5.5000,8,Comedy,Standard
U008163,Binge Viewer,0.7780,5.7273,11,Drama,Standard
U008164,Casual Viewer,0.4365,4.1667,6,Action,Basic
U008165,Binge Viewer,0.9375,3.7500,4,Comedy,Basic
U008166,Binge Viewer,0.8788,5.3333,3,Animation,Standard
U008167,Casual Viewer,0.7955,1.7500,4,Comedy,Premium
U008168,Casual Viewer,0.7069,4.1250,8,Drama,Standard
U008169,Casual Viewer,0.6263,6.6667,9,Drama,Premium
U008170,Casual Viewer,0.5836,6.6667,6,Action,Premium
U008171,Binge Viewer,0.8000,4.0000,1,Drama,Basic
U008172,Drop-off Risk,1.0000,1.0000,1,Romance,Standard
U008173,Casual Viewer,0.6922,4.8571,7,Drama,Standard
U008174,Casual Viewer,0.7589,1.3333,6,Comedy,Standard
U008175,Binge Viewer,0.9429,4.8333,6,Action,Standard
U008176,Casual Viewer,0.7010,10.2222,9,Reality,Standard
U008177,Casual Viewer,0.5875,6.5000,4,Comedy,Basic
U008178,Casual Viewer,0.7500,3.2500,4,Animation,Basic
U008179,Casual Viewer,0.6667,16.0000,1,Comedy,Standard
U008180,Casual Viewer,0.8444,1.2000,5,Comedy,Basic
U008181,Binge Viewer,0.7733,7.2000,5,Drama,Premium
U008182,Binge Viewer,0.7585,5.3750,8,Reality,Basic
U008183,Casual Viewer,0.6056,1.7500,4,Action,Premium
U008184,Binge Viewer,0.8792,6.5000,4,Documentary,Premium
U008185,Casual Viewer,0.5585,2.1667,6,Drama,Standard
U008186,Casual Viewer,0.9583,1.3333,6,Drama,Standard
U008187,Casual Viewer,0.6866,5.0000,10,Romance,Standard
U008188,Casual Viewer,0.7821,2.8889,9,Horror,Basic
U008190,Binge Viewer,0.9167,6.7500,4,Comedy,Basic
U008191,Binge Viewer,0.7881,4.0000,6,Thriller,Standard
U008192,Drop-off Risk,0.3313,4.0000,6,Comedy,Basic
U008193,Binge Viewer,0.8729,6.6667,6,Drama,Standard
U008195,Binge Viewer,1.0000,4.0000,3,Comedy,Standard
U008196,Casual Viewer,0.6528,2.0000,4,Action,Standard
U008197,Drop-off Risk,1.0000,1.0000,1,Comedy,Standard
U008198,Casual Viewer,0.4722,4.5000,2,Drama,Premium
U008199,Casual Viewer,0.6212,4.7500,4,Drama,Basic
U008200,Binge Viewer,0.7972,3.6000,10,Documentary,Standard
U008201,Casual Viewer,0.8661,2.7500,4,Action,Basic
U008202,Casual Viewer,0.6032,4.5714,7,Drama,Standard
U008203,Casual Viewer,0.6802,7.5000,4,Drama,Premium
U008204,Casual Viewer,0.8208,2.6250,8,Drama,Standard
U008205,Binge Viewer,0.9091,3.2500,4,Action,Standard
U008206,Binge Viewer,0.9783,6.0000,4,Action,Standard
U008207,Casual Viewer,0.7143,5.0000,1,Action,Premium
U008208,Binge Viewer,0.8964,4.7778,9,Drama,Premium
U008209,Casual Viewer,0.6811,4.6667,6,Romance,Basic
U008210,Binge Viewer,0.8151,9.8000,5,Drama,Standard
U008211,Casual Viewer,0.7351,3.0000,8,Horror,Basic
U008212,Drop-off Risk,1.0000,1.0000,1,Comedy,Standard
U008213,Binge Viewer,0.9528,6.8571,7,Thriller,Premium
U008214,Casual Viewer,0.7520,2.6000,5,Action,Basic
U008215,Binge Viewer,0.9250,8.0000,4,Thriller,Standard
U008216,Casual Viewer,0.5841,2.8571,7,Drama,Standard
U008217,Casual Viewer,0.6062,4.8000,5,Sci-Fi,Premium
U008218,Binge Viewer,0.9638,4.3333,6,Thriller,Standard
U008219,Casual Viewer,0.4018,7.6667,3,Comedy,Basic
U008220,Binge Viewer,0.7798,5.0000,9,Drama,Standard
U008221,Binge Viewer,0.8712,4.3333,6,Drama,Premium
U008222,Casual Viewer,0.9375,1.7500,8,Comedy,Premium
U008223,Binge Viewer,0.9048,4.0000,3,Drama,Basic
U008224,Casual Viewer,0.8333,1.0000,3,Action,Standard
U008225,Casual Viewer,0.5111,1.3333,3,Comedy,Basic
U008226,Casual Viewer,0.6471,11.0000,1,Romance,Standard
U008227,Casual Viewer,0.6159,8.0000,7,Drama,Standard
U008228,Casual Viewer,0.8750,1.0000,4,Drama,Premium
U008229,Casual Viewer,1.0000,1.0000,2,Romance,Standard
U008230,Binge Viewer,0.7882,9.5000,2,Drama,Basic
U008231,Drop-off Risk,0.2795,5.0000,3,Drama,Standard
U008232,Casual Viewer,0.4048,6.5000,2,Comedy,Premium
U008233,Binge Viewer,0.9491,4.1667,6,Action,Premium
U008234,Binge Viewer,0.7561,5.8000,5,Animation,Basic
U008235,Casual Viewer,0.6010,4.6667,6,Drama,Premium
U008236,Casual Viewer,0.8500,1.7500,4,Action,Standard
U008237,Casual Viewer,0.7100,8.3333,3,Comedy,Standard
U008238,Casual Viewer,1.0000,1.0000,2,Romance,Basic
U008239,Casual Viewer,0.6905,4.5000,4,Action,Premium
U008240,Casual Viewer,0.6389,3.0000,4,Comedy,Standard
U008241,Casual Viewer,0.6750,5.8000,5,Action,Basic
U008243,Casual Viewer,0.4916,5.0000,4,Thriller,Premium
U008244,Casual Viewer,0.6405,6.3333,6,Drama,Standard
U008245,Casual Viewer,0.5017,2.2500,4,Comedy,Basic
U008246,Casual Viewer,0.8039,3.0000,3,Comedy,Standard
U008247,Binge Viewer,0.8066,8.4000,5,Drama,Basic
U008248,Casual Viewer,0.4444,8.0000,1,Comedy,Basic
U008249,Casual Viewer,0.7500,2.0000,2,Drama,Basic
U008250,Binge Viewer,0.9394,8.0000,3,Drama,Standard
U008251,Binge Viewer,0.8571,4.3333,9,Documentary,Basic
U008252,Drop-off Risk,0.2370,5.0000,2,Action,Standard
U008253,Casual Viewer,0.7086,6.0000,4,Action,Basic
U008254,Casual Viewer,0.5229,9.0000,4,Documentary,Standard
U008255,Casual Viewer,0.8750,2.5000,4,Animation,Premium
U008256,Casual Viewer,0.6250,1.0000,2,Romance,Basic
U008257,Casual Viewer,0.8571,3.0000,2,Comedy,Standard
U008258,Binge Viewer,0.7546,7.5000,6,Drama,Premium
U008259,Casual Viewer,0.6845,4.5714,7,Romance,Standard
U008260,Binge Viewer,0.7962,12.5000,6,Drama,Basic
U008261,Binge Viewer,0.8050,5.2000,5,Action,Basic
U008262,Binge Viewer,0.9605,6.5000,4,Drama,Premium
U008263,Casual Viewer,0.7218,5.6000,10,Comedy,Standard
U008264,Casual Viewer,0.6461,4.4286,7,Reality,Standard
U008265,Casual Viewer,0.9072,3.0000,7,Comedy,Standard
U008266,Binge Viewer,0.8176,9.7500,4,Comedy,Basic
U008267,Binge Viewer,0.9555,11.5000,4,Drama,Basic
U008268,Binge Viewer,0.9545,7.0000,3,Action,Standard
U008269,Binge Viewer,0.7664,4.4286,7,Animation,Basic
U008270,Casual Viewer,0.7857,2.0000,4,Sci-Fi,Premium
U008271,Binge Viewer,0.9762,10.5000,2,Comedy,Premium
U008272,Casual Viewer,0.7292,7.0000,4,Drama,Basic
U008273,Casual Viewer,0.6778,8.4000,5,Animation,Standard
U008274,Casual Viewer,0.7088,6.4444,9,Drama,Premium
U008275,Casual Viewer,0.6088,4.6667,3,Comedy,Standard
U008276,Binge Viewer,0.7526,3.7143,7,Thriller,Premium
U008277,Binge Viewer,0.7922,3.9000,10,Action,Premium
U008278,Binge Viewer,0.8667,5.0000,5,Comedy,Standard
U008279,Casual Viewer,0.6775,6.6667,3,Documentary,Standard
U008281,Casual Viewer,1.0000,3.0000,3,Comedy,Premium
U008282,Casual Viewer,0.5027,4.0000,5,Romance,Standard
U008283,Binge Viewer,0.9259,7.6667,3,Horror,Premium
U008284,Binge Viewer,0.7915,3.0909,11,Thriller,Premium
U008285,Binge Viewer,0.8140,7.0000,4,Animation,Standard
U008286,Binge Viewer,0.9444,17.0000,1,Thriller,Standard
U008287,Binge Viewer,0.7778,7.0000,1,Romance,Standard
U008288,Casual Viewer,0.5489,7.4000,5,Comedy,Premium
U008289,Casual Viewer,1.0000,1.0000,2,Comedy,Basic
U008290,Casual Viewer,0.6128,4.4000,5,Animation,Basic
U008291,Casual Viewer,0.6250,1.5000,4,Sci-Fi,Premium
U008292,Casual Viewer,0.6245,5.6000,5,Documentary,Standard
U008293,Casual Viewer,0.6170,6.0000,4,Drama,Standard
U008294,Casual Viewer,0.5960,5.0000,3,Animation,Basic
U008295,Binge Viewer,0.8577,8.2500,8,Drama,Basic
U008296,Casual Viewer,0.6538,2.6667,3,Drama,Basic
U008297,Binge Viewer,0.7714,4.0000,5,Comedy,Standard
U008298,Casual Viewer,0.7431,8.2500,4,Action,Premium
U008299,Casual Viewer,0.7054,5.4000,10,Documentary,Basic
U008300,Casual Viewer,0.8333,2.7500,4,Animation,Premium
U008301,Casual Viewer,0.4062,7.5000,2,Comedy,Standard
U008302,Casual Viewer,0.5891,7.0000,11,Comedy,Standard
U008303,Casual Viewer,0.7436,1.8182,11,Comedy,Basic
U008304,Casual Viewer,0.7411,3.2857,7,Drama,Premium
U008305,Casual Viewer,0.8333,2.6667,3,Drama,Standard
U008306,Casual Viewer,0.5831,4.4000,5,Drama,Premium
U008307,Casual Viewer,0.9211,2.6667,6,Action,Basic
U008308,Casual Viewer,0.7253,2.7143,7,Animation,Standard
U008309,Casual Viewer,0.5683,5.3750,8,Drama,Basic
U008310,Casual Viewer,0.6035,3.3333,3,Thriller,Basic
U008311,Binge Viewer,0.8611,5.6667,6,Drama,Basic
U008312,Casual Viewer,0.7333,4.0000,2,Sci-Fi,Premium
U008313,Binge Viewer,0.7682,8.4000,10,Drama,Premium
U008314,Binge Viewer,0.7827,3.5000,4,Drama,Standard
U008315,Binge Viewer,0.8217,16.0000,3,Action,Premium
U008316,Binge Viewer,1.0000,7.6667,3,Action,Premium
U008317,Casual Viewer,0.7194,6.6000,5,Animation,Premium
U008318,Drop-off Risk,1.0000,1.0000,1,Reality,Standard
U008319,Binge Viewer,0.8750,5.6667,3,Action,Premium
U008320,Casual Viewer,0.7244,1.8000,5,Action,Standard
U008321,Casual Viewer,0.8155,2.4286,7,Comedy,Basic
U008322,Binge Viewer,0.9583,8.0000,3,Comedy,Premium
U008323,Binge Viewer,0.9231,6.0000,2,Comedy,Premium
U008324,Casual Viewer,0.8036,2.2500,4,Animation,Standard
U008325,Casual Viewer,0.5734,2.0000,4,Romance,Standard
U008326,Binge Viewer,0.7872,3.8889,9,Comedy,Basic
U008327,Casual Viewer,0.6283,9.0000,3,Animation,Premium
U008328,Casual Viewer,0.6334,4.8333,6,Drama,Standard
U008329,Binge Viewer,0.9545,4.2000,5,Animation,Standard
U008330,Binge Viewer,0.8444,3.3333,3,Comedy,Standard
U008331,Casual Viewer,0.6406,7.7500,12,Comedy,Standard
